contour_image_path,contour_image_opp_path,average_similarity,label
Data/conceptual_captions_data/processed_success/c1cfd33a-4643-437c-a9e6-a30743ce2aa2/c1cfd33a-4643-437c-a9e6-a30743ce2aa2_contour_boxes.png,Data/conceptual_captions_data/processed_success/c1cfd33a-4643-437c-a9e6-a30743ce2aa2/c1cfd33a-4643-437c-a9e6-a30743ce2aa2_contour_boxes_opp.png,0.8417554311454296,yes
Data/conceptual_captions_data/processed_success/09def0f8-d93d-4818-99c9-984cddddcce7/09def0f8-d93d-4818-99c9-984cddddcce7_contour_boxes.png,Data/conceptual_captions_data/processed_success/09def0f8-d93d-4818-99c9-984cddddcce7/09def0f8-d93d-4818-99c9-984cddddcce7_contour_boxes_opp.png,0.7487319707870483,yes
Data/conceptual_captions_data/processed_success/87e6c643-90f4-4d13-8c08-1353b118dcad/87e6c643-90f4-4d13-8c08-1353b118dcad_contour_boxes.png,Data/conceptual_captions_data/processed_success/87e6c643-90f4-4d13-8c08-1353b118dcad/87e6c643-90f4-4d13-8c08-1353b118dcad_contour_boxes_opp.png,0.8304731845855713,yes
Data/conceptual_captions_data/processed_success/633fffb7-f9ed-456f-bcf4-6dba7731fc19/633fffb7-f9ed-456f-bcf4-6dba7731fc19_contour_boxes.png,Data/conceptual_captions_data/processed_success/633fffb7-f9ed-456f-bcf4-6dba7731fc19/633fffb7-f9ed-456f-bcf4-6dba7731fc19_contour_boxes_opp.png,0.9772587230331019,no
Data/conceptual_captions_data/processed_success/602790e0-e625-4f5c-844d-3560b4088df8/602790e0-e625-4f5c-844d-3560b4088df8_contour_boxes.png,Data/conceptual_captions_data/processed_success/602790e0-e625-4f5c-844d-3560b4088df8/602790e0-e625-4f5c-844d-3560b4088df8_contour_boxes_opp.png,0.8889648218949636,yes
Data/conceptual_captions_data/processed_success/c6147990-9b9a-40ef-a994-8648d3c7314c/c6147990-9b9a-40ef-a994-8648d3c7314c_contour_boxes.png,Data/conceptual_captions_data/processed_success/c6147990-9b9a-40ef-a994-8648d3c7314c/c6147990-9b9a-40ef-a994-8648d3c7314c_contour_boxes_opp.png,0.8514457861582438,yes
Data/conceptual_captions_data/processed_success/8a804eda-9e22-4a4e-bc51-3a20313095b3/8a804eda-9e22-4a4e-bc51-3a20313095b3_contour_boxes.png,Data/conceptual_captions_data/processed_success/8a804eda-9e22-4a4e-bc51-3a20313095b3/8a804eda-9e22-4a4e-bc51-3a20313095b3_contour_boxes_opp.png,0.6986157929196077,no
Data/conceptual_captions_data/processed_success/f369e738-c943-41f7-a5dc-f9f4a5a6cfcd/f369e738-c943-41f7-a5dc-f9f4a5a6cfcd_contour_boxes.png,Data/conceptual_captions_data/processed_success/f369e738-c943-41f7-a5dc-f9f4a5a6cfcd/f369e738-c943-41f7-a5dc-f9f4a5a6cfcd_contour_boxes_opp.png,0.7805056795477867,yes
Data/conceptual_captions_data/processed_success/717902e0-8052-4fa4-af27-ebf20e29f509/717902e0-8052-4fa4-af27-ebf20e29f509_contour_boxes.png,Data/conceptual_captions_data/processed_success/717902e0-8052-4fa4-af27-ebf20e29f509/717902e0-8052-4fa4-af27-ebf20e29f509_contour_boxes_opp.png,0.9279913330078124,no
Data/conceptual_captions_data/processed_success/bf704837-ac03-441e-bdc5-a9bc4647d6d8/bf704837-ac03-441e-bdc5-a9bc4647d6d8_contour_boxes.png,Data/conceptual_captions_data/processed_success/bf704837-ac03-441e-bdc5-a9bc4647d6d8/bf704837-ac03-441e-bdc5-a9bc4647d6d8_contour_boxes_opp.png,0.9270983257076957,no
Data/conceptual_captions_data/processed_success/50d13d2d-64d1-454c-ae92-b968528152ca/50d13d2d-64d1-454c-ae92-b968528152ca_contour_boxes.png,Data/conceptual_captions_data/processed_success/50d13d2d-64d1-454c-ae92-b968528152ca/50d13d2d-64d1-454c-ae92-b968528152ca_contour_boxes_opp.png,0.7384443561236064,yes
Data/conceptual_captions_data/processed_success/6bc9a558-6642-41f0-ae84-767f1198ce82/6bc9a558-6642-41f0-ae84-767f1198ce82_contour_boxes.png,Data/conceptual_captions_data/processed_success/6bc9a558-6642-41f0-ae84-767f1198ce82/6bc9a558-6642-41f0-ae84-767f1198ce82_contour_boxes_opp.png,0.7776546031236649,yes
Data/conceptual_captions_data/processed_success/55d46e62-19ce-48ce-b626-73aac06296a9/55d46e62-19ce-48ce-b626-73aac06296a9_contour_boxes.png,Data/conceptual_captions_data/processed_success/55d46e62-19ce-48ce-b626-73aac06296a9/55d46e62-19ce-48ce-b626-73aac06296a9_contour_boxes_opp.png,0.8207071423530579,yes
Data/conceptual_captions_data/processed_success/020fc099-de91-4feb-bb16-062e553b79d3/020fc099-de91-4feb-bb16-062e553b79d3_contour_boxes.png,Data/conceptual_captions_data/processed_success/020fc099-de91-4feb-bb16-062e553b79d3/020fc099-de91-4feb-bb16-062e553b79d3_contour_boxes_opp.png,0.7880288660526276,yes
Data/conceptual_captions_data/processed_success/ee15912f-a9c2-4771-a96d-77b41ce6b7af/ee15912f-a9c2-4771-a96d-77b41ce6b7af_contour_boxes.png,Data/conceptual_captions_data/processed_success/ee15912f-a9c2-4771-a96d-77b41ce6b7af/ee15912f-a9c2-4771-a96d-77b41ce6b7af_contour_boxes_opp.png,0.7538161277770996,yes
Data/conceptual_captions_data/processed_success/950c06f3-8c8a-49dc-a62d-6da31e4968be/950c06f3-8c8a-49dc-a62d-6da31e4968be_contour_boxes.png,Data/conceptual_captions_data/processed_success/950c06f3-8c8a-49dc-a62d-6da31e4968be/950c06f3-8c8a-49dc-a62d-6da31e4968be_contour_boxes_opp.png,0.7123965876443046,yes
