contour_image_path,contour_image_opp_path,average_similarity,label
Data/coco_images_data/processed_success/35478/35478_contour_boxes.png,Data/coco_images_data/processed_success/35478/35478_contour_boxes_opp.png,0.8581726079185804,yes
Data/coco_images_data/processed_success/452966/452966_contour_boxes.png,Data/coco_images_data/processed_success/452966/452966_contour_boxes_opp.png,0.8583623766899109,yes
Data/coco_images_data/processed_success/321511/321511_contour_boxes.png,Data/coco_images_data/processed_success/321511/321511_contour_boxes_opp.png,0.8156857987244924,yes
Data/coco_images_data/processed_success/23121/23121_contour_boxes.png,Data/coco_images_data/processed_success/23121/23121_contour_boxes_opp.png,0.9554193832657554,no
Data/coco_images_data/processed_success/129852/129852_contour_boxes.png,Data/coco_images_data/processed_success/129852/129852_contour_boxes_opp.png,0.8180936177571615,yes
Data/coco_images_data/processed_success/385504/385504_contour_boxes.png,Data/coco_images_data/processed_success/385504/385504_contour_boxes_opp.png,0.7153980806469917,yes
Data/coco_images_data/processed_success/578597/578597_contour_boxes.png,Data/coco_images_data/processed_success/578597/578597_contour_boxes_opp.png,0.7648507870476822,yes
Data/coco_images_data/processed_success/203040/203040_contour_boxes.png,Data/coco_images_data/processed_success/203040/203040_contour_boxes_opp.png,0.8981156105344946,yes
Data/coco_images_data/processed_success/479779/479779_contour_boxes.png,Data/coco_images_data/processed_success/479779/479779_contour_boxes_opp.png,0.6608571767807007,no
Data/coco_images_data/processed_success/534857/534857_contour_boxes.png,Data/coco_images_data/processed_success/534857/534857_contour_boxes_opp.png,0.8743444210604617,yes
Data/coco_images_data/processed_success/31332/31332_contour_boxes.png,Data/coco_images_data/processed_success/31332/31332_contour_boxes_opp.png,0.8247898705303669,yes
Data/coco_images_data/processed_success/496097/496097_contour_boxes.png,Data/coco_images_data/processed_success/496097/496097_contour_boxes_opp.png,0.9046022120644065,no
Data/coco_images_data/processed_success/163496/163496_contour_boxes.png,Data/coco_images_data/processed_success/163496/163496_contour_boxes_opp.png,0.9625184517353773,no
Data/coco_images_data/processed_success/539702/539702_contour_boxes.png,Data/coco_images_data/processed_success/539702/539702_contour_boxes_opp.png,0.9826411298803381,no
Data/coco_images_data/processed_success/139932/139932_contour_boxes.png,Data/coco_images_data/processed_success/139932/139932_contour_boxes_opp.png,0.811483633518219,yes
Data/coco_images_data/processed_success/463640/463640_contour_boxes.png,Data/coco_images_data/processed_success/463640/463640_contour_boxes_opp.png,0.7723445064491696,yes
Data/coco_images_data/processed_success/209126/209126_contour_boxes.png,Data/coco_images_data/processed_success/209126/209126_contour_boxes_opp.png,0.8895619372988857,yes
Data/coco_images_data/processed_success/187401/187401_contour_boxes.png,Data/coco_images_data/processed_success/187401/187401_contour_boxes_opp.png,0.8712621902426084,yes
Data/coco_images_data/processed_success/475527/475527_contour_boxes.png,Data/coco_images_data/processed_success/475527/475527_contour_boxes_opp.png,0.8279895186424255,yes
Data/coco_images_data/processed_success/476501/476501_contour_boxes.png,Data/coco_images_data/processed_success/476501/476501_contour_boxes_opp.png,0.8127984404563904,yes
Data/coco_images_data/processed_success/15600/15600_contour_boxes.png,Data/coco_images_data/processed_success/15600/15600_contour_boxes_opp.png,0.9161157220602035,no
Data/coco_images_data/processed_success/11172/11172_contour_boxes.png,Data/coco_images_data/processed_success/11172/11172_contour_boxes_opp.png,0.8007642689504122,yes
Data/coco_images_data/processed_success/487228/487228_contour_boxes.png,Data/coco_images_data/processed_success/487228/487228_contour_boxes_opp.png,0.749538242816925,yes
Data/coco_images_data/processed_success/458705/458705_contour_boxes.png,Data/coco_images_data/processed_success/458705/458705_contour_boxes_opp.png,0.8387746385165623,yes
Data/coco_images_data/processed_success/474319/474319_contour_boxes.png,Data/coco_images_data/processed_success/474319/474319_contour_boxes_opp.png,0.8461165913829097,yes
Data/coco_images_data/processed_success/139141/139141_contour_boxes.png,Data/coco_images_data/processed_success/139141/139141_contour_boxes_opp.png,0.8938366616925886,yes
Data/coco_images_data/processed_success/332003/332003_contour_boxes.png,Data/coco_images_data/processed_success/332003/332003_contour_boxes_opp.png,0.7219842672348022,yes
Data/coco_images_data/processed_success/178431/178431_contour_boxes.png,Data/coco_images_data/processed_success/178431/178431_contour_boxes_opp.png,0.7606779038906097,yes
Data/coco_images_data/processed_success/295656/295656_contour_boxes.png,Data/coco_images_data/processed_success/295656/295656_contour_boxes_opp.png,0.6900429725646973,no
Data/coco_images_data/processed_success/576634/576634_contour_boxes.png,Data/coco_images_data/processed_success/576634/576634_contour_boxes_opp.png,0.779893159866333,yes
Data/coco_images_data/processed_success/89884/89884_contour_boxes.png,Data/coco_images_data/processed_success/89884/89884_contour_boxes_opp.png,0.8607593065216428,yes
Data/coco_images_data/processed_success/162007/162007_contour_boxes.png,Data/coco_images_data/processed_success/162007/162007_contour_boxes_opp.png,0.7364166267216206,yes
Data/coco_images_data/processed_success/30299/30299_contour_boxes.png,Data/coco_images_data/processed_success/30299/30299_contour_boxes_opp.png,0.844856346354765,yes
Data/coco_images_data/processed_success/475813/475813_contour_boxes.png,Data/coco_images_data/processed_success/475813/475813_contour_boxes_opp.png,0.8775426808156466,yes
